name,year1,state1,leaid1,leaid_name1,year2,state2,leaid2,leaid_name2,year3,state3,leaid3,leaid_name3,prediction,confidence,reasoning,evidence_urls,critic_score,critic_grade
mark bejot,2009-2010,ks,2012630,Wakeeney,2011-2018,ne,3178240,Wakefield Public Schools,,,,,same,high,"The evidence strongly indicates that both superintendent records refer to the same person, Mark Bejot. Multiple independent sources confirm:

1. **Kansas Position (2009-2010)**: Official Kansas Educational Directory and Western Kansas World newspapers from 2009 clearly identify Mark Bejot as superintendent of USD 208 Wakeeney (Trego Community Schools) in Kansas.

2. **Nebraska Position (2011-2018)**: Multiple sources including Nebraska State Education Association documents and school board records confirm Mark Bejot served as superintendent at Wakefield Public Schools in Nebraska until his resignation in December 2019.

3. **Career Connection**: Mark Bejot's biography from Maywood Public Schools shows his Nebraska-Kansas educational background (University of Nebraska-Lincoln, Masters at Kansas State University, Educational Specialist through Fort Hays State University), establishing his connection to both states. The timeline shows a logical career progression from Kansas (2009-2010) to Nebraska Wakefield (2011-2019) to his current position at Maywood Public Schools.

4. **Name Uniqueness**: ""Mark Bejot"" is an uncommon name, and all sources consistently refer to the same individual with matching educational background and career trajectory.

The evidence demonstrates a clear career path between adjacent states with no conflicting information, indicating these records represent the same person moving between school districts.","https://wkw.stparchive.com/Archive/WKW/WKW09102009p013.php, https://kgi.contentdm.oclc.org/digital/api/collection/p16884coll42/id/845/download, https://www.nsea.org/sites/default/files/content_images/Voices/April%2016%20Voice.pdf, https://core-docs.s3.amazonaws.com/documents/asset/uploaded_file/659249/December_19__2019.pdf, https://www.maywoodtigers.org/vnews/display.v/SEC/Staff%20Directory%7CAdministration%3E%3EBejot%2C%20Mark",18,CONFIRMED
mark daniel,"2014, 2017-2020",il,1728620,Mclean County Usd 5,2020-2024,in,1803630,Fort Wayne Community Schools,,,,,same,high,"I found definitive evidence from multiple Tier 1 sources establishing that Dr. Mark Daniel is the same person who served as superintendent at both districts:

**Tier 1 Evidence:**
1. **Fort Wayne Community Schools official district leadership page** explicitly states: ""Dr. Mark Daniel joined Fort Wayne Community Schools as the 15th Superintendent of FWCS on July 1, 2020"" and ""In 2014, he was hired as superintendent of McLean County Unit District No. 5 in Normal, Illinois""

2. **WGLT news article (Sept 2019)** announces ""Unit 5 Superintendent Mark Daniel announced Monday he will leave his position next summer after five years in charge"" and confirms ""Daniel was hired in Unit 5 in 2014""

3. **Multiple independent news sources** (AroundFortWayne, Fort Wayne Business, WBOI) all report the same career transition from McLean County Unit 5 to Fort Wayne Community Schools in 2020

**Career Timeline Confirmed:**
- 2014-2020: Superintendent of McLean County Unit District No. 5 (Illinois)  
- July 1, 2020-present: Superintendent of Fort Wayne Community Schools (Indiana)

The evidence shows a clear career progression with the same individual moving from one district to another. The timeline perfectly matches the records provided (2014, 2017-2020 for McLean County; 2020-2024 for Fort Wayne), with the transition occurring in 2020.

**Quality Gates Verified:**
- ✓ Fetched primary sources from official district websites
- ✓ Searched both districts' domains  
- ✓ Confirmed full name matches at both districts
- ✓ Found multiple independent corroborating sources
- ✓ No conflicting evidence discovered","https://www.fortwayneschools.org/about-us/district-leadership, https://www.wglt.org/news/2019-09-09/superintendent-mark-daniel-to-leave-unit-5-in-2020, https://aroundfortwayne.com/news/2020/05/27/new-fwcs-superintendent-announced/, https://ballotpedia.org/Fort_Wayne_Community_Schools,_Indiana, https://www.fwbusiness.com/fwbusiness/article_3e686043-24c0-5684-bc91-17d18248e707.html",20,CONFIRMED
mark daniel,2011-2012,mi,2612150,Dowagiac Union,"2014, 2017-2020",il,1728620,Mclean County Usd 5,,,,,same,high,"I found definitive evidence that Mark Daniel and Dr. Mark Daniel are the same person through multiple Tier 1 sources. The career timeline clearly shows:

1. WGLT News (2019): ""Daniel grew up in Indiana and last worked for the smaller Dowagiac Union Schools in southwest Michigan before coming to Unit 5.""

2. WBOI News (2020): ""He left Indiana in 2010 to become superintendent of the 2,400-student school district in Dowagiac, MI. Daniel left Dowagiac in 2014 to lead the McLean County Unit District No. 5 in Normal, IL""

3. Fort Wayne Community Schools official website: ""In 2010, he became superintendent of Dowagiac Union Schools in Dowagiac, Michigan, a K-12 school district with about 2,400 students. In 2014, he was hired as superintendent of McLean County Unit District No. 5 in Normal, Illinois""

This creates a perfect career progression:
- Position 1: Dowagiac Union (MI), 2011-2012 (within his 2010-2014 tenure)
- Position 2: Mclean County Usd 5 (IL), 2014, 2017-2020 (starting when he left Dowagiac)

The title change from ""Mark Daniel"" to ""Dr. Mark Daniel"" reflects earning his Ph.D. during this period, which is common for superintendents. Multiple independent sources explicitly connect both positions to the same individual with a clear, plausible timeline.","https://www.wglt.org/news/2019-09-09/superintendent-mark-daniel-to-leave-unit-5-in-2020, https://www.wboi.org/education/2020-05-26/fwcs-picks-new-superintendent-a-former-north-side-teacher-eacs-principal, https://www.fortwayneschools.org/about-us/district-leadership",19,CONFIRMED
mark daniel,2011-2012,mi,2612150,Dowagiac Union,2020-2024,in,1803630,Fort Wayne Community Schools,,,,,same,high,"I found definitive evidence that these two records refer to the SAME person - Dr. Mark D. Daniel. The evidence shows a clear career progression: Dowagiac Union Schools (2010-2014) → McLean County Unit 5 (2014-2020) → Fort Wayne Community Schools (2020-present). 

Key findings:
1. Fort Wayne Community Schools official website confirms Dr. Mark D. Daniel as superintendent since July 1, 2020, and explicitly states ""In 2010, he became superintendent of Dowagiac Union Schools in Dowagiac, Michigan.""

2. Multiple news articles document the career transition, including WBOI reporting that ""He left Indiana in 2010 to become superintendent of the 2,400-student school district in Dowagiac, MI. Daniel left Dowagiac in 2014 to lead the McLean County Unit District No. 5 in Normal, IL.""

3. WGLT reported the hiring announcement: ""Unit 5's Mark Daniel To Become Superintendent At Indiana School District"" - Fort Wayne Community Schools.

4. Indiana University Fort Wayne profile confirms: ""His first superintendent position was with the Dowagiac Union Schools in Southwest Michigan.""

The timeline perfectly matches the records: Position 1 (Dowagiac Union, 2011-2012) falls within his documented 2010-2014 tenure there, and Position 2 (Fort Wayne Community Schools, 2020-2024) matches his 2020-present tenure. This is supported by multiple Tier 1 sources including official district websites and hiring announcements.","https://www.fortwayneschools.org/about-us/district-leadership, https://www.wboi.org/education/2020-05-26/fwcs-picks-new-superintendent-a-former-north-side-teacher-eacs-principal, https://www.wglt.org/business-and-economy/2020-05-26/unit-5s-mark-daniel-to-become-superintendent-at-indiana-school-district, https://fortwayne.iu.edu/about/leadership/community-advisory-board/mark-daniel.html",20,CONFIRMED
mark evans,2009-2012,ks,2003360,Andover,2013-2017,ne,3174820,Omaha Public Schools,,,,,same,high,"I found definitive evidence that Mark Evans served as superintendent at both districts in succession. Multiple independent Tier 1 sources confirm the career transition:

1. KETV (2016) explicitly states: ""Evans came to the district from a previous role as Superintendent in Andover, Kansas. He was officially appointed to the role in July 2013.""

2. Omaha World-Herald (2016) confirms: ""He previously served for eight years as superintendent of the Andover Public Schools, a suburban district outside Wichita, Kansas.""

3. KIOS (2012) reports the hiring announcement: ""The Omaha Public Schools board voted Monday night to hire Andover, Kansas, Public Schools superintendent Mark Evans as the district's next leader""

The timeline perfectly aligns: Evans was hired by Omaha in December 2012 and started in July 2013, which corresponds to the end of his Andover tenure (2009-2012) and the beginning of his Omaha tenure (2013-2017). This represents a clear career progression from a Kansas suburban district to a larger Nebraska urban district, which is a common superintendent career path. All sources reference the same Mark Evans with identical career details, confirming these are the same person.","https://www.ketv.com/article/ops-superintendent-mark-evans-plans-to-retire-at-end-of-school-year-1/8056796, https://omaha.com/news/education/omaha-public-schools-superintendent-says-he-will-retire-at-end-of-school-year/article_abbacd76-89bb-11e6-bb51-9b2dbf88f91d.html?mode=nowapp, https://www.kios.org/education/2012-12-18/incoming-ops-superintendent-focused-on-student-achievement-accountability",18,CONFIRMED
mark miles,2011-2017,oh,3904543,Indian Hill Exempted Village,2020-2021,mo,2926850,Rockwood R-Vi,,,,,same,high,"I found definitive evidence that these superintendent records refer to the same person. Two independent news articles explicitly document Mark T. Miles/Mark Miles' career transition from Indian Hill Exempted Village School District (Ohio) to Rockwood R-VI School District (Missouri).

Key evidence:
1. EHS Hub (2021) states: ""Miles was previously the superintendent of Indian Hill Exempted Village School District in Cincinnati, Ohio, a position he held for seven years"" before becoming Rockwood superintendent on July 1, 2019.

2. Cincinnati.com (2019) states: ""He is leaving to become superintendent for the Rockwood School District in St. Louis, Missouri"" and that he ""has been with the Indian Hill Exempted Village School District for seven years.""

The timeline is consistent with the original records: Indian Hill (2011-2017, actually 2012-2019 per articles) and Rockwood (2020-2021, actually 2019-2021 per articles). The name variations (Mark T. Miles vs MARK MILES vs Dr. Miles) refer to the same individual, as confirmed by multiple sources documenting his career progression between districts.","https://ehshub.org/news/2021/04/09/rockwood-superintendent-mark-miles-announces-retirement/, https://www.cincinnati.com/story/news/2019/02/12/indian-hill-superintendent-leaving-end-school-year/2853034002/",20,CONFIRMED
mark stefanik,2015-2019,nc,3701080,Currituck County Schools,2019-2021,oh,3904561,Tipp City Exempted Village,,,,,same,high,"The records refer to the same person. Multiple independent sources confirm that Mark Stefanik resigned as superintendent of Currituck County Schools (NC) in 2019/2020 to become superintendent of Tipp City Exempted Village Schools (OH). The Daily Advance reported his departure from Currituck in June 2019, stating he was leaving for a job in his native Ohio. The Dayton Daily News reported in March 2020 that Mark Stefanik had accepted the superintendent position at Tipp City Exempted Village Schools. The transition timeline perfectly aligns with the records (2015-2019 at Currituck, 2019-2021 at Tipp City). At Tipp City, he used the formal name ""Mark J. Stefanik"" as shown on official district communications, while he was referred to as ""Mark Stefanik"" in North Carolina. This variation in middle initial usage is common and does not indicate different people. The career path shows a clear progression from NC to OH, with multiple news articles documenting this specific move between districts.","https://www.dailyadvance.com/news/local/currituck-schools-chief-stefanik-leaving-for-ohio/article_c7d533be-c10b-5d7a-874a-5ab65acebe44.html, https://www.daytondailynews.com/news/local/just-tipp-city-schools-makes-offer-for-superintendent/4hnLPdH5Dg3SpuO1KzZIGO/, https://www.tippcityschools.com/article/611702",19,CONFIRMED
marla stephenson,2008-2011,ca,601860,Albany City Unified,2013-2015,or,4104700,Estacada SD 108,,,,,same,high,"I found strong, corroborating evidence from multiple Tier 1 sources that confirm Marla Stephenson held both superintendent positions as the same person. The OregonLive article (2014) explicitly states ""The Estacada School District will tap Marla M. Stephenson of Albany, Calif., as its new superintendent"" and ""Stephenson will come to Estacada from Albany, where she has been superintendent for Albany Unified School District since 2008."" The Estacada News article confirms her selection as superintendent in 2014. Her obituary provides a complete career summary: ""retired as a Superintendent of Schools in Estacada, OR in 2017"" and ""spent the majority of her career in Albany, CA as Assistant Superintendent and finally Superintendent of schools."" The timeline is consistent: Albany superintendent (2008-2011), then Estacada superintendent (2013-2015). Multiple independent sources explicitly connect both positions to the same individual.","https://www.oregonlive.com/clackamascounty/2014/04/estacada_school_district_names.html, https://estacadanews.com/2014/04/16/stephenson-described-as-fierce-advocate-for-students/, https://www.eastbaytimes.com/obituaries/marla-macneur-stephenson/, https://albanytoday.wordpress.com/2008/03/12/marla-stephenson-chosen-as-albanys-new-superintendent/, https://www.ausdk12.org/seismic-safety-information",19,CONFIRMED
marshall lewis,2013-2016,ne,3172570,Kimball Public Schools,"2020, 2023-2024",ia,1925050,Ruthven-Ayrshirecomm School District,,,,,same,high,"I have confirmed through multiple independent sources that Marshall Lewis served as superintendent at both districts. At Kimball Public Schools (NE), evidence shows he was superintendent from 2013-2017, with articles from 2013, 2016, and 2017 confirming his tenure and resignation. At Ruthven-Ayrshire Community School (IA), he was hired in 2020 and is currently listed as superintendent, with a 2023 article noting he was beginning his fourth year. The timeline is plausible (2017 departure from NE to 2020 hire in IA), and the name Marshall Lewis is uncommon enough that finding the same person in both superintendent roles is highly indicative of it being the same individual moving between districts. I have verified the full name matches at both districts.","https://www.westernnebraskaobserver.net/story/2016/07/21/news/superintendent-proudly-announces-district-is-fully-staffed/3195.html, https://www.westernnebraskaobserver.net/story/2017/12/28/news/kimball-school-board-appoints-interim-superintendent/4582.html, https://www.grundmeyerleadersearch.com/successful-searches.html, https://bigcountry1077.com/news/170071-ruthven-ayrshire-superintendent-talks-updates-for-new-school-year/, https://www.ruthven.k12.ia.us/o/racs/staff?page_no=2, https://govsalaries.com/lewis-marshall-w-9994245",19,CONFIRMED
martin handler,2008-2012,pa,4204050,Brandywine Heights Area SD,2013-2021,ny,3623040,Pine Plains Csd,,,,,same,high,"I found definitive evidence that Martin Handler/Dr. Martin D. Handler is the same person who held both superintendent positions. Multiple Tier 1 news sources explicitly document his career transition:

1. **Direct Connection Evidence**: Reading Eagle (April 24, 2013) and WFMZ News both reported that Dr. Martin Handler resigned from Brandywine Heights Area SD to become superintendent at Pine Plains Central School District in New York, effective July 1, 2013.

2. **Timeline Verification**: 
   - Brandywine Heights: Served as superintendent for 5 years (2008-2013), confirmed by multiple news articles and board minutes showing ""Dr. Martin D. Handler, Superintendent of Schools""
   - Pine Plains: Served from 2013-2021/2022, confirmed by district documents and a 2021 Poughkeepsie Journal article about his upcoming retirement

3. **Name Consistency**: The same individual is referred to as both ""Martin Handler"" and ""Dr. Martin D. Handler"" across all sources, with the title/initial variation being typical for superintendents.

4. **Career Logic**: The transition is well-documented with Handler citing family reasons for moving to New York (closer to children and grandchildren).

The evidence meets all quality gates: I fetched primary sources, searched both districts, verified the full name at both positions, and found multiple independent Tier 1 sources explicitly connecting the two roles.","https://www.readingeagle.com/2013/04/24/brandywine-heights-superintendent-dr-martin-handler-resigns/, https://www.wfmz.com/news/area/berks/martin-handler-brandywine-heights-superintendent-leaving-for-job-in-ny/article_a00e904b-87c4-5d13-b53a-e61b8d282fd5.html, https://www.poughkeepsiejournal.com/story/news/education/2021/04/28/pine-plains-superintendent-stepping-down-replacement-tackle-losses/7382336002/, https://core-docs.s3.amazonaws.com/documents/asset/uploaded_file/1271406/2013-03-04-Board-Minutes-FINAL.pdf",20,CONFIRMED
marvin wade,2008-2015,ia,1918720,Marshalltown,"2016-2018, 2021-2022",ks,2009180,Manhattan-Ogden,,,,,same,high,"I found definitive evidence that Marvin Wade (Position 1) and Wade, Marvin Dr (Position 2) are the same person. 

Key evidence:
1. Kansas State University news article (2023) explicitly states: ""Prior to his arrival in Manhattan in 2016, Wade was a superintendent in Marshalltown, Iowa, for eight years"" - this directly connects both positions
2. The Manhattan Mercury news article confirms: ""Wade, 62, was officially hired by the school board in 2017 and was previously the superintendent of schools in Marshalltown, Iowa""

The timeline is perfectly consistent:
- Position 1: Marshalltown (IA), 2008-2015 (8 years, matching ""eight years"" in the KSU article)
- Position 2: Manhattan-Ogden (KS), 2016-2018, 2021-2022 (arrived in Manhattan in 2016)

The name formats are consistent - ""Marvin Wade"" and ""Dr. Marvin Wade"" are the same person, with the doctoral title being used in some contexts. Both sources are Tier 1 quality (university publication and local news covering specific career transitions).

This represents a clear case of a superintendent moving from Iowa to Kansas, which is geographically plausible and well-documented.","https://www.k-state.edu/news/articles/archives/2023-05/Wade-named-Yunk-award-winner5323.html, https://themercury.com/news/usd-383-board-extends-superintendent-marvin-wades-contract/article_c010fbe8-c1f3-5a9c-8790-f29a9e08e8eb.html",20,CONFIRMED
mary ann kahl,2003-2004,il,1703300,Alden Hebron School Dist 19,2015-2018,wi,5515450,Walworth J1 School District,,,,,same,high,"I found definitive evidence that both superintendent records refer to the same person. The key evidence includes:

1. **TIER 1 - Self-Confirmation**: Dr. Mary Ann Kahl's 2018 retirement announcement from Walworth School District explicitly states she worked in ""administrative positions at the Alden-Hebron School District in Hebron, Illinois"" before moving to other positions. This is a direct connection from the superintendent herself.

2. **TIER 2 - Official Records**: Illinois State Board of Education district summary from 2005 confirms ""DR MARY ANN KAHL"" as superintendent of ""ALDEN HEBRON SCHOOL DIST 19"" at the correct address in Hebron, IL.

3. **TIER 2 - Position Verification**: Walworth School District records confirm Dr. Mary Ann Kahl served as District Administrator from July 2015 until her retirement in June 2019, matching the 2015-2018 timeframe.

4. **Career Timeline**: The records show a logical career progression: Alden-Hebron (2003-2004), National Louis University professor (2005-2012 as mentioned in her retirement letter), then Walworth District Administrator (2015-2019).

The name ""Mary Ann Kahl"" is moderately uncommon, and I have explicit self-confirmation connecting both positions, plus official documentation from both districts. The 11-14 year gap between positions is explained by her academic career at National Louis University.","https://www.walworth.k12.wi.us/article/70021, https://www.isbe.net/Documents/district_sum05.xls, https://www.walworth.k12.wi.us/article/80708",20,CONFIRMED
matthew block,2020-2024,nj,3408820,Livingston Twp,2024,ny,3603180,Ardsley Ufsd,,,,,same,high,"I found definitive evidence that Matthew Block moved from Livingston Public Schools in New Jersey to Ardsley Union Free School District in New York. The evidence includes:

1. **Tier 1 - Official Ardsley Website**: ""Most recently, Dr. Block served as Superintendent of Schools for the high-achieving Livingston Public Schools in Livingston, New Jersey""

2. **Tier 1 - Patch News Article**: ""Block will come to Ardsley from the Livingston Public Schools in New Jersey. He has served as superintendent there since 2019.""

3. **Timeline Confirmation**: The transition occurred on July 1, 2024, perfectly matching the end of his tenure in Livingston (2020-2024) and start in Ardsley (2024).

4. **Multiple corroborating sources**: LinkedIn profile, Twitter account, and additional news articles all confirm this career move.

The name ""Matthew Block"" is moderately uncommon, and I have multiple independent sources explicitly connecting both positions. This is a clear case of the same superintendent moving between adjacent districts (NJ to NY) in a contiguous timeline.","https://www.ardsleyschools.org/about/our-leadership, https://patch.com/new-york/rivertowns/ardsley-school-district-appoints-new-superintendent",18,CONFIRMED
matthew friedman,2023,nj,3411970,Ocean City,2023-2024,pa,4219890,Quakertown Community SD,,,,,same,high,"I found overwhelming evidence that Matthew Friedman at Ocean City (NJ) in 2023 and MATTHEW FRIEDMAN at Quakertown Community SD (PA) in 2023-2024 are the SAME person. The evidence includes:

**Tier 1 Sources:**
- District Administration profile explicitly states he was ""former superintendent of New Jersey's Ocean City School District"" and current superintendent of Quakertown since 2023
- Ocean City Sentinel confirms he ran Ocean City for the 2022-23 school year and left for Quakertown after a one-year tenure
- Philadelphia Inquirer states he ""took over... in 2023, after serving as superintendent of the Ocean City School District""

**Career Timeline:**
- 2022-2023: Superintendent of Ocean City School District (NJ)
- March 2023: Accepted position at Quakertown Community School District (PA) 
- July 2023: Officially started at Quakertown
- 2023-2024: Served as superintendent of Quakertown (matching the record)

**Supporting Evidence:**
- Multiple local news sources confirm the transition timeline
- LinkedIn post shows Matthew Friedman himself acknowledging both positions
- Zeal Education Group profile confirms career progression from Ocean City to Quakertown

The evidence is consistent across multiple independent sources, showing a clear career move from Ocean City to Quakertown in 2023. The timeline perfectly matches the records provided.","https://districtadministration.com/team/matthew-friedman/, https://ocnjsentinel.com/ocean-city-school-board-expects-to-hire-new-superintendent-by-april-30/, https://www.inquirer.com/education/quakertown-school-superintendent-matthew-friedman-20260213.html, https://www.phillyburbs.com/story/news/education/2023/03/30/matthew-friedman-hired-by-quakertown-community-school-district/70059724007/, https://www.zeal-ed.com/team/matthew-friedman",20,CONFIRMED
matthew wendt,2008-2011,ia,1903690,Ankeny,2012-2014,il,1730270,Oswego Cusd 308,,,,,same,high,"I have found definitive evidence that Matthew Wendt at Ankeny (IA) from 2008-2011 is the same person as Dr. Matthew Wendt at Oswego CUSD 308 (IL) from 2012-2014. 

**Tier 1 Evidence (Definitive):**
1. Chicago Tribune article explicitly states: ""He arrived in 2012 from a district outside Des Moines, Iowa"" and confirms Matthew Wendt worked at Oswego District 308 for four years (2012-2016)
2. News8000 article reports: ""The lawsuit says Wendt was offered a job in May as superintendent in the Oswego, Ill., school district"" - confirming the direct transition from Ankeny to Oswego
3. Multiple sources confirm the timeline: Ankeny (until 2012) → Oswego (2012-2016) → Fayetteville (2016-2018)

**Tier 2 Evidence (Strong):**
4. Flickr profile explicitly mentions: ""Building on years of experience as a superintendent of schools in districts such as Ankeny Community School District in Ankeny, Iowa, and Oswego SD308 in Oswego, Illinois""
5. Des Moines Register confirms the Ankeny connection

**Quality Gates Verified:**
- ✓ Fetched multiple primary sources with full content
- ✓ Confirmed both districts through multiple independent sources  
- ✓ Verified FULL NAME matches (Matthew Wendt/Dr. Matthew Wendt)
- ✓ Timeline is plausible and corroborated by multiple sources
- ✓ All evidence relates to US K-12 education

The evidence conclusively shows this is the same person who moved from Ankeny, Iowa to Oswego, Illinois in 2012.","https://www.chicagotribune.com/2018/06/20/ex-superintendent-of-oswego-based-district-308-fired-by-arkansas-school-board-after-sex-harassment-allegation/, https://www.news8000.com/news/iowa-news/ankeny-school-district-sues-former-superintendent/article_8d9dc9ca-e096-5a7a-8020-6c63440cf8b5.html, https://www.desmoinesregister.com/story/news/education/2018/06/19/ankeny-superintendent-sex-sexual-harassment-allegations-matthew-wendt-fired-arkansas-schools/714390002/, https://flickr.com/people/matthewwendt/",19,CONFIRMED
matthew wendt,2008-2011,ia,1903690,Ankeny,2016,ar,506120,Fayetteville School District,,,,,same,high,"I found definitive evidence that Matthew Wendt and Wendt, Matthew are the same person. Multiple Tier 1 sources establish a clear career progression:

1. Des Moines Register (2018) explicitly states: ""Wendt was hired by Fayetteville in 2016 after working in Oswego, Illinois. He was superintendent of Ankeny Schools from 2007 to 2012.""

2. The timeline perfectly matches the records:
   - Position 1: Matthew Wendt, Ankeny (IA), 2008-2011 ✓ (confirmed as superintendent 2007-2012)
   - Position 2: Wendt, Matthew, Fayetteville School District (AR), 2016 ✓ (confirmed as hired in 2016)

3. Additional sources confirm this career path: Ankeny, IA → Oswego, IL → Fayetteville, AR

4. The name ""Matthew Wendt"" is uncommon, and I found no evidence of multiple superintendents with this name in different states.

5. All sources are US-focused and K-12 education relevant, meeting the quality gates.

The evidence is conclusive: these are the same person who moved from Iowa to Illinois to Arkansas over his career as a school superintendent.","https://www.desmoinesregister.com/story/news/education/2018/06/19/ankeny-superintendent-sex-sexual-harassment-allegations-matthew-wendt-fired-arkansas-schools/714390002/, https://www.kcci.com/article/embattled-superintendent-a-no-show-at-board-meeting-1/6869449, https://www.wspynews.com/news/local/former-sd308-supt-matthew-wendt-terminated-as-fayetteville-arkansas-supt-following-sexual-harassment-claims/article_8b351152-7315-11e8-9b75-17ad6755a2e1.html",19,CONFIRMED
matthew wendt,2012-2014,il,1730270,Oswego Cusd 308,2016,ar,506120,Fayetteville School District,,,,,same,high,"I found overwhelming evidence from multiple Tier 1 sources that Dr. Matthew Wendt and Wendt, Matthew are the same person who moved from Oswego CUSD 308 (IL) to Fayetteville School District (AR).

**Key Evidence:**
1. **Personal Blog Confirmation**: Dr. Matthew Wendt's own blog explicitly states he led both ""the 18,000-student Oswego School District in Illinois and the 10,000-student public school district in Fayetteville, Arkansas.""

2. **Chicago Tribune (2016)**: Reports that Wendt ""has served as District 308 superintendent since 2012"" and was chosen as superintendent of Fayetteville, Arkansas district.

3. **WSPY News**: Multiple articles confirm ""Wendt left Oswego-based SD308 in 2016 to take the job as Superintendent of Fayetteville Public Schools.""

**Timeline Verification:**
- Position 1: Oswego CUSD 308 (IL), 2012-2014 ✓ Confirmed he served 2012-2016
- Position 2: Fayetteville School District (AR), 2016 ✓ Confirmed he moved there in 2016

**Quality Gates Met:**
- ✓ Multiple independent Tier 1 sources explicitly connecting both positions
- ✓ Full name verification consistent across all sources (Dr. Matthew Wendt)
- ✓ Timeline is plausible and documented
- ✓ Cross-state career move is common for superintendents
- ✓ No conflicting evidence found

The evidence is definitive - these records refer to the same person who made a career move from Illinois to Arkansas in 2016.","https://matthewwendt.home.blog/about/, https://www.chicagotribune.com/2016/01/27/district-308-leader-chosen-as-superintendent-of-district-in-arkansas/, https://www.wspynews.com/news/local/former-sd308-supt-matthew-wendt-terminated-as-fayetteville-arkansas-supt-following-sexual-harassment-claims/article_8b351152-7315-11e8-9b75-17ad6755a2e1.html",19,CONFIRMED
michael brown,2017-2020,ne,3100187,Boyd County Schools,2024,ia,1926250,Sidney Comm School District,,,,,same,high,"I have strong evidence that Michael Brown at Boyd County Schools (NE, 2017-2020) and Michael T. Brown at Sidney Community School District (IA, 2024) are the same person. Multiple independent news sources explicitly state that Michael T. Brown, the new superintendent at Sidney, previously served as superintendent of Boyd County Public Schools in Spencer, Nebraska. The KMAland article (April 2024) states: ""Brown previously served as director of the Quest Forward High School is Omaha, and as superintendent of Boyd County Public Schools in Spencer, Nebraska."" The Opinion-Tribune article confirms: ""Prior to his current position, Brown served as superintendent of Boyd County Public Schools in Spencer, Neb."" The career progression is logical: Boyd County (2017-2020), then Quest Forward High School director in Omaha, then shared superintendent for East Mills and Sidney districts starting July 2024. The educational credentials match (Wayne State College specialist degree, UNK master's), and both are native Nebraskans. The addition of the middle initial ""T"" at Sidney is consistent with professional practice. This represents a clear case of the same superintendent moving between districts.","https://www.kmaland.com/news/brown-on-board-as-east-mills-sidney-superintendent/article_29f41850-4511-11ef-904e-07fa6589e95d.html, https://www.opinion-tribune.com/news/east-mills-sidney-name-new-superintendent, https://boydcounty.socs.net/vimages/shared/vnews/stories/5c8178ca8cbbe/2020-2021%20Supt.%20Contract.pdf, https://www.sidneyschools.org/vnews/display.v/SEC/Board%20of%20Directors%7CSuperintendent",19,CONFIRMED
michael gray,2003-2006,il,1712960,East Alton School District 13,2012-2020,mo,2921330,Montgomery Co. R-Ii,,,,,same,high,"I found compelling evidence that MICHAEL D GRAY and MICHAEL GRAY are the same person:

**Phase 1 - Background Research**: Successfully identified both district websites - East Alton School District 13 (easd13.org) and Montgomery County R-II (mc-wildcats.org).

**Phase 2 - Direct Connection Search**: Found Michael D. Gray listed as superintendent on Montgomery County R-II's current website (2021), confirming his tenure there.

**Phase 3 - Individual Position Verification**: Discovered multiple corroborating sources:

1. **Tier 1 Evidence**: Montgomery Standard news article (2024) explicitly states ""Mike Gray"" worked as superintendent at East Alton-Wood River School District for 19 years before taking over at Montgomery County R-II in 2011. This directly connects both positions to the same individual.

2. **Tier 2 Evidence**: Illinois State Board of Education salary document (2006-2007) lists ""Gray, Michael D"" as superintendent of East Alton SD 13 with salary $201,790, confirming the position and timeframe.

3. **Tier 2 Evidence**: Current Montgomery County R-II website shows ""Mr. Michael D. Gray, Superintendent"" confirming his full name matches the first record.

**Key Findings**:
- The same person worked at East Alton-Wood River (which includes District 13) for 19 years
- He then moved to Montgomery County R-II in 2011, serving until 2020
- Timeline is perfectly plausible: 2003-2006 at East Alton, then 2012-2020 at Montgomery County
- Full name ""Michael D. Gray"" appears consistently across sources
- Geographic proximity (Illinois to Missouri) makes the move reasonable

The evidence conclusively shows these are the same person, with the middle initial ""D"" being included in some records but not others.","https://www.mystandardnews.com/stories/former-r-ii-superintendent-mike-gray-earns-lifetime-achievement-award,71565, https://www.isbe.net/Documents/supts_sal07.pdf, https://www.mc-wildcats.org/o/jes/article/484082",19,CONFIRMED
